Stationsname,county,Statiosname_long,lat,long,date,wbi,type
Friesoythe-Altenoythe,Niedersachen,"Friesoythe-Altenoythe, Niedersachen",53.0368106,7.8785368,2022-07-14,3,predicted
Lüchow,Niedersachen,"Lüchow, Niedersachen",52.9664542,11.1503249,2022-07-14,4,predicted
Soltau,Niedersachen,"Soltau, Niedersachen",52.9846914,9.842125,2022-07-14,3,predicted
Dörpen,Niedersachen,"Dörpen, Niedersachen",52.9679574,7.3419972,2022-07-14,3,predicted
Uelzen,Niedersachen,"Uelzen, Niedersachen",52.9652883,10.5573402,2022-07-14,3,predicted
Großenkneten,Niedersachen,"Großenkneten, Niedersachen",52.9434787,8.2524538,2022-07-14,3,predicted
Faßberg,Niedersachen,"Faßberg, Niedersachen",52.8997766,10.1661575,2022-07-14,4,predicted
Bassum,Niedersachen,"Bassum, Niedersachen",52.8505748,8.7286711,2022-07-14,2,predicted
Bergen,Niedersachen,"Bergen, Niedersachen",52.8092281,9.9641638,2022-07-14,3,predicted
Groß Berßen,Niedersachen,"Groß Berßen, Niedersachen",52.7725237,7.4935255,2022-07-14,3,predicted
Meppen,Niedersachen,"Meppen, Niedersachen",52.6953479,7.2994007,2022-07-14,3,predicted
Nienburg,Niedersachen,"Nienburg, Niedersachen",52.6380924,9.2084155,2022-07-14,3,predicted
Wittingen-Vorhop,Niedersachen,"Wittingen-Vorhop, Niedersachen",52.6432072,10.6602784,2022-07-14,3,predicted
Celle,Niedersachen,"Celle, Niedersachen",52.6263797,10.080865,2022-07-14,3,predicted
Diepholz,Niedersachen,"Diepholz, Niedersachen",52.6056456,8.3707878,2022-07-14,3,predicted
Lingen-Baccum,Niedersachen,"Lingen-Baccum, Niedersachen",52.5130671,7.4005052,2022-07-14,3,predicted
Alfhausen,Niedersachen,"Alfhausen, Niedersachen",52.500317,7.9519799,2022-07-14,3,predicted
Hannover (Flughafen),Niedersachen,"Hannover (Flughafen), Niedersachen",52.4630116,9.6846184,2022-07-14,3,predicted
Wunstorf,Niedersachen,"Wunstorf, Niedersachen",52.4207534,9.4432827,2022-07-14,3,predicted
Wolfsburg,Niedersachen,"Wolfsburg, Niedersachen",52.4226503,10.7865461,2022-07-14,3,predicted
Barsinghausen-Hohenbostel,Niedersachen,"Barsinghausen-Hohenbostel, Niedersachen",52.3192584,9.4323223,2022-07-14,3,predicted
Belm,Niedersachen,"Belm, Niedersachen",52.3043231,8.1284532,2022-07-14,3,predicted
Braunschweig,Niedersachen,"Braunschweig, Niedersachen",52.2688736,10.5267696,2022-07-14,3,predicted
Bückeburg,Niedersachen,"Bückeburg, Niedersachen",52.2592762,9.0521233,2022-07-14,3,predicted
Helmstedt-Emmerstedt,Niedersachen,"Helmstedt-Emmerstedt, Niedersachen",52.2448788,10.9674763,2022-07-14,3,predicted
Hameln-Hastenbeck,Niedersachen,"Hameln-Hastenbeck, Niedersachen",52.0767652,9.4192992,2022-07-14,3,predicted
Alfeld,Niedersachen,"Alfeld, Niedersachen",51.9830185,9.8279123,2022-07-14,3,predicted
Seesen,Niedersachen,"Seesen, Niedersachen",51.8914818,10.1798261,2022-07-14,3,predicted
Bad Harzburg,Niedersachen,"Bad Harzburg, Niedersachen",51.8866888,10.5522144,2022-07-14,3,predicted
Bevern (Kreis Holzminden),Niedersachen,"Bevern (Kreis Holzminden), Niedersachen",51.8569027,9.4955522,2022-07-14,3,predicted
Braunlage,Niedersachen,"Braunlage, Niedersachen",51.7249346,10.6104347,2022-07-14,2,predicted
Moringen-Lutterbeck,Niedersachen,"Moringen-Lutterbeck, Niedersachen",51.7212489,9.8366353,2022-07-14,3,predicted
Herzberg,Niedersachen,"Herzberg, Niedersachen",51.6514495,10.3379685,2022-07-14,3,predicted
Göttingen,Niedersachen,"Göttingen, Niedersachen",51.5412804,9.9158035,2022-07-14,3,predicted
Cuxhaven,Niedersachen,"Cuxhaven, Niedersachen",53.859336,8.6879057,2022-07-15,2,predicted
Freiburg/Elbe,Niedersachen,"Freiburg/Elbe, Niedersachen",53.8238524,9.2879775,2022-07-15,2,predicted
Nordholz,Niedersachen,"Nordholz, Niedersachen",53.7859,8.612098,2022-07-15,2,predicted
Norderney,Niedersachen,"Norderney, Niedersachen",53.716827,7.2810282,2022-07-15,2,predicted
Steinau (Kreis Cuxhaven),Niedersachen,"Steinau (Kreis Cuxhaven), Niedersachen",53.6827237,8.8858496,2022-07-15,2,predicted
Wangerland-Hooksiel,Niedersachen,"Wangerland-Hooksiel, Niedersachen",53.6307029,8.0257971,2022-07-15,2,predicted
Borkum,Niedersachen,"Borkum, Niedersachen",53.5876636,6.6703248,2022-07-15,2,predicted
Mittelnkirchen-Hohenfelde,Niedersachen,"Mittelnkirchen-Hohenfelde, Niedersachen",53.5516304,9.6093135,2022-07-15,2,predicted
Wittmundhafen,Niedersachen,"Wittmundhafen, Niedersachen",53.5783573,7.7796849,2022-07-15,2,predicted
Bremervörde,Niedersachen,"Bremervörde, Niedersachen",53.4871321,9.1399785,2022-07-15,2,predicted
Emden,Niedersachen,"Emden, Niedersachen",53.3594029,7.2060095,2022-07-15,2,predicted
Rosengarten-Klecken,Niedersachen,"Rosengarten-Klecken, Niedersachen",53.3686022,9.9376234,2022-07-15,2,predicted
Worpswede-Hüttenbusch,Niedersachen,"Worpswede-Hüttenbusch, Niedersachen",53.2717233,8.9589364,2022-07-15,2,predicted
Wendisch Evern,Niedersachen,"Wendisch Evern, Niedersachen",53.2154261,10.4700091,2022-07-15,2,predicted
Rotenburg/Wümme,Niedersachen,"Rotenburg/Wümme, Niedersachen",53.1035076,9.3970716,2022-07-15,2,predicted
Friesoythe-Altenoythe,Niedersachen,"Friesoythe-Altenoythe, Niedersachen",53.0368106,7.8785368,2022-07-15,2,predicted
Lüchow,Niedersachen,"Lüchow, Niedersachen",52.9664542,11.1503249,2022-07-15,3,predicted
Soltau,Niedersachen,"Soltau, Niedersachen",52.9846914,9.842125,2022-07-15,2,predicted
Dörpen,Niedersachen,"Dörpen, Niedersachen",52.9679574,7.3419972,2022-07-15,2,predicted
Uelzen,Niedersachen,"Uelzen, Niedersachen",52.9652883,10.5573402,2022-07-15,2,predicted
Großenkneten,Niedersachen,"Großenkneten, Niedersachen",52.9434787,8.2524538,2022-07-15,2,predicted
Faßberg,Niedersachen,"Faßberg, Niedersachen",52.8997766,10.1661575,2022-07-15,3,predicted
Bassum,Niedersachen,"Bassum, Niedersachen",52.8505748,8.7286711,2022-07-15,2,predicted
Bergen,Niedersachen,"Bergen, Niedersachen",52.8092281,9.9641638,2022-07-15,2,predicted
Groß Berßen,Niedersachen,"Groß Berßen, Niedersachen",52.7725237,7.4935255,2022-07-15,2,predicted
Meppen,Niedersachen,"Meppen, Niedersachen",52.6953479,7.2994007,2022-07-15,2,predicted
Nienburg,Niedersachen,"Nienburg, Niedersachen",52.6380924,9.2084155,2022-07-15,3,predicted
Wittingen-Vorhop,Niedersachen,"Wittingen-Vorhop, Niedersachen",52.6432072,10.6602784,2022-07-15,2,predicted
Celle,Niedersachen,"Celle, Niedersachen",52.6263797,10.080865,2022-07-15,3,predicted
Diepholz,Niedersachen,"Diepholz, Niedersachen",52.6056456,8.3707878,2022-07-15,2,predicted
Lingen-Baccum,Niedersachen,"Lingen-Baccum, Niedersachen",52.5130671,7.4005052,2022-07-15,3,predicted
Alfhausen,Niedersachen,"Alfhausen, Niedersachen",52.500317,7.9519799,2022-07-15,2,predicted
Hannover (Flughafen),Niedersachen,"Hannover (Flughafen), Niedersachen",52.4630116,9.6846184,2022-07-15,3,predicted
Wunstorf,Niedersachen,"Wunstorf, Niedersachen",52.4207534,9.4432827,2022-07-15,3,predicted
Wolfsburg,Niedersachen,"Wolfsburg, Niedersachen",52.4226503,10.7865461,2022-07-15,2,predicted
Barsinghausen-Hohenbostel,Niedersachen,"Barsinghausen-Hohenbostel, Niedersachen",52.3192584,9.4323223,2022-07-15,3,predicted
Belm,Niedersachen,"Belm, Niedersachen",52.3043231,8.1284532,2022-07-15,2,predicted
Braunschweig,Niedersachen,"Braunschweig, Niedersachen",52.2688736,10.5267696,2022-07-15,2,predicted
Bückeburg,Niedersachen,"Bückeburg, Niedersachen",52.2592762,9.0521233,2022-07-15,3,predicted
Helmstedt-Emmerstedt,Niedersachen,"Helmstedt-Emmerstedt, Niedersachen",52.2448788,10.9674763,2022-07-15,2,predicted
Hameln-Hastenbeck,Niedersachen,"Hameln-Hastenbeck, Niedersachen",52.0767652,9.4192992,2022-07-15,3,predicted
Alfeld,Niedersachen,"Alfeld, Niedersachen",51.9830185,9.8279123,2022-07-15,2,predicted
Seesen,Niedersachen,"Seesen, Niedersachen",51.8914818,10.1798261,2022-07-15,2,predicted
Bad Harzburg,Niedersachen,"Bad Harzburg, Niedersachen",51.8866888,10.5522144,2022-07-15,2,predicted
Bevern (Kreis Holzminden),Niedersachen,"Bevern (Kreis Holzminden), Niedersachen",51.8569027,9.4955522,2022-07-15,3,predicted
Braunlage,Niedersachen,"Braunlage, Niedersachen",51.7249346,10.6104347,2022-07-15,2,predicted
Moringen-Lutterbeck,Niedersachen,"Moringen-Lutterbeck, Niedersachen",51.7212489,9.8366353,2022-07-15,3,predicted
Herzberg,Niedersachen,"Herzberg, Niedersachen",51.6514495,10.3379685,2022-07-15,2,predicted
Göttingen,Niedersachen,"Göttingen, Niedersachen",51.5412804,9.9158035,2022-07-15,3,predicted
Cuxhaven,Niedersachen,"Cuxhaven, Niedersachen",53.859336,8.6879057,2022-07-16,2,predicted
Freiburg/Elbe,Niedersachen,"Freiburg/Elbe, Niedersachen",53.8238524,9.2879775,2022-07-16,2,predicted
Nordholz,Niedersachen,"Nordholz, Niedersachen",53.7859,8.612098,2022-07-16,3,predicted
Norderney,Niedersachen,"Norderney, Niedersachen",53.716827,7.2810282,2022-07-16,3,predicted
Steinau (Kreis Cuxhaven),Niedersachen,"Steinau (Kreis Cuxhaven), Niedersachen",53.6827237,8.8858496,2022-07-16,2,predicted
Wangerland-Hooksiel,Niedersachen,"Wangerland-Hooksiel, Niedersachen",53.6307029,8.0257971,2022-07-16,2,predicted
Borkum,Niedersachen,"Borkum, Niedersachen",53.5876636,6.6703248,2022-07-16,2,predicted
Mittelnkirchen-Hohenfelde,Niedersachen,"Mittelnkirchen-Hohenfelde, Niedersachen",53.5516304,9.6093135,2022-07-16,2,predicted
Wittmundhafen,Niedersachen,"Wittmundhafen, Niedersachen",53.5783573,7.7796849,2022-07-16,2,predicted
Bremervörde,Niedersachen,"Bremervörde, Niedersachen",53.4871321,9.1399785,2022-07-16,2,predicted
Emden,Niedersachen,"Emden, Niedersachen",53.3594029,7.2060095,2022-07-16,2,predicted
Rosengarten-Klecken,Niedersachen,"Rosengarten-Klecken, Niedersachen",53.3686022,9.9376234,2022-07-16,2,predicted
Worpswede-Hüttenbusch,Niedersachen,"Worpswede-Hüttenbusch, Niedersachen",53.2717233,8.9589364,2022-07-16,2,predicted
Wendisch Evern,Niedersachen,"Wendisch Evern, Niedersachen",53.2154261,10.4700091,2022-07-16,3,predicted
Rotenburg/Wümme,Niedersachen,"Rotenburg/Wümme, Niedersachen",53.1035076,9.3970716,2022-07-16,2,predicted
Friesoythe-Altenoythe,Niedersachen,"Friesoythe-Altenoythe, Niedersachen",53.0368106,7.8785368,2022-07-16,3,predicted
Lüchow,Niedersachen,"Lüchow, Niedersachen",52.9664542,11.1503249,2022-07-16,3,predicted
Soltau,Niedersachen,"Soltau, Niedersachen",52.9846914,9.842125,2022-07-16,3,predicted
Dörpen,Niedersachen,"Dörpen, Niedersachen",52.9679574,7.3419972,2022-07-16,2,predicted
Uelzen,Niedersachen,"Uelzen, Niedersachen",52.9652883,10.5573402,2022-07-16,2,predicted
Großenkneten,Niedersachen,"Großenkneten, Niedersachen",52.9434787,8.2524538,2022-07-16,3,predicted
Faßberg,Niedersachen,"Faßberg, Niedersachen",52.8997766,10.1661575,2022-07-16,4,predicted
Bassum,Niedersachen,"Bassum, Niedersachen",52.8505748,8.7286711,2022-07-16,2,predicted
Bergen,Niedersachen,"Bergen, Niedersachen",52.8092281,9.9641638,2022-07-16,3,predicted
Groß Berßen,Niedersachen,"Groß Berßen, Niedersachen",52.7725237,7.4935255,2022-07-16,2,predicted
Meppen,Niedersachen,"Meppen, Niedersachen",52.6953479,7.2994007,2022-07-16,3,predicted
Nienburg,Niedersachen,"Nienburg, Niedersachen",52.6380924,9.2084155,2022-07-16,3,predicted
Wittingen-Vorhop,Niedersachen,"Wittingen-Vorhop, Niedersachen",52.6432072,10.6602784,2022-07-16,3,predicted
Celle,Niedersachen,"Celle, Niedersachen",52.6263797,10.080865,2022-07-16,3,predicted
Diepholz,Niedersachen,"Diepholz, Niedersachen",52.6056456,8.3707878,2022-07-16,2,predicted
Lingen-Baccum,Niedersachen,"Lingen-Baccum, Niedersachen",52.5130671,7.4005052,2022-07-16,3,predicted
Alfhausen,Niedersachen,"Alfhausen, Niedersachen",52.500317,7.9519799,2022-07-16,3,predicted
Hannover (Flughafen),Niedersachen,"Hannover (Flughafen), Niedersachen",52.4630116,9.6846184,2022-07-16,3,predicted
Wunstorf,Niedersachen,"Wunstorf, Niedersachen",52.4207534,9.4432827,2022-07-16,3,predicted
Wolfsburg,Niedersachen,"Wolfsburg, Niedersachen",52.4226503,10.7865461,2022-07-16,3,predicted
Barsinghausen-Hohenbostel,Niedersachen,"Barsinghausen-Hohenbostel, Niedersachen",52.3192584,9.4323223,2022-07-16,3,predicted
Belm,Niedersachen,"Belm, Niedersachen",52.3043231,8.1284532,2022-07-16,3,predicted
Braunschweig,Niedersachen,"Braunschweig, Niedersachen",52.2688736,10.5267696,2022-07-16,3,predicted
Bückeburg,Niedersachen,"Bückeburg, Niedersachen",52.2592762,9.0521233,2022-07-16,3,predicted
Helmstedt-Emmerstedt,Niedersachen,"Helmstedt-Emmerstedt, Niedersachen",52.2448788,10.9674763,2022-07-16,3,predicted
Hameln-Hastenbeck,Niedersachen,"Hameln-Hastenbeck, Niedersachen",52.0767652,9.4192992,2022-07-16,3,predicted
Alfeld,Niedersachen,"Alfeld, Niedersachen",51.9830185,9.8279123,2022-07-16,3,predicted
Seesen,Niedersachen,"Seesen, Niedersachen",51.8914818,10.1798261,2022-07-16,3,predicted
Bad Harzburg,Niedersachen,"Bad Harzburg, Niedersachen",51.8866888,10.5522144,2022-07-16,3,predicted
Bevern (Kreis Holzminden),Niedersachen,"Bevern (Kreis Holzminden), Niedersachen",51.8569027,9.4955522,2022-07-16,3,predicted
Braunlage,Niedersachen,"Braunlage, Niedersachen",51.7249346,10.6104347,2022-07-16,2,predicted
Moringen-Lutterbeck,Niedersachen,"Moringen-Lutterbeck, Niedersachen",51.7212489,9.8366353,2022-07-16,3,predicted
Herzberg,Niedersachen,"Herzberg, Niedersachen",51.6514495,10.3379685,2022-07-16,2,predicted
Göttingen,Niedersachen,"Göttingen, Niedersachen",51.5412804,9.9158035,2022-07-16,3,predicted
Cuxhaven,Niedersachen,"Cuxhaven, Niedersachen",53.859336,8.6879057,2022-07-17,2,predicted
Freiburg/Elbe,Niedersachen,"Freiburg/Elbe, Niedersachen",53.8238524,9.2879775,2022-07-17,2,predicted
Nordholz,Niedersachen,"Nordholz, Niedersachen",53.7859,8.612098,2022-07-17,3,predicted
Norderney,Niedersachen,"Norderney, Niedersachen",53.716827,7.2810282,2022-07-17,3,predicted
Steinau (Kreis Cuxhaven),Niedersachen,"Steinau (Kreis Cuxhaven), Niedersachen",53.6827237,8.8858496,2022-07-17,2,predicted
Wangerland-Hooksiel,Niedersachen,"Wangerland-Hooksiel, Niedersachen",53.6307029,8.0257971,2022-07-17,2,predicted
Borkum,Niedersachen,"Borkum, Niedersachen",53.5876636,6.6703248,2022-07-17,2,predicted
Mittelnkirchen-Hohenfelde,Niedersachen,"Mittelnkirchen-Hohenfelde, Niedersachen",53.5516304,9.6093135,2022-07-17,2,predicted
Wittmundhafen,Niedersachen,"Wittmundhafen, Niedersachen",53.5783573,7.7796849,2022-07-17,2,predicted
Bremervörde,Niedersachen,"Bremervörde, Niedersachen",53.4871321,9.1399785,2022-07-17,2,predicted
Emden,Niedersachen,"Emden, Niedersachen",53.3594029,7.2060095,2022-07-17,2,predicted
Rosengarten-Klecken,Niedersachen,"Rosengarten-Klecken, Niedersachen",53.3686022,9.9376234,2022-07-17,2,predicted
Worpswede-Hüttenbusch,Niedersachen,"Worpswede-Hüttenbusch, Niedersachen",53.2717233,8.9589364,2022-07-17,2,predicted
Wendisch Evern,Niedersachen,"Wendisch Evern, Niedersachen",53.2154261,10.4700091,2022-07-17,3,predicted
Rotenburg/Wümme,Niedersachen,"Rotenburg/Wümme, Niedersachen",53.1035076,9.3970716,2022-07-17,2,predicted
Friesoythe-Altenoythe,Niedersachen,"Friesoythe-Altenoythe, Niedersachen",53.0368106,7.8785368,2022-07-17,2,predicted
Lüchow,Niedersachen,"Lüchow, Niedersachen",52.9664542,11.1503249,2022-07-17,3,predicted
Soltau,Niedersachen,"Soltau, Niedersachen",52.9846914,9.842125,2022-07-17,3,predicted
Dörpen,Niedersachen,"Dörpen, Niedersachen",52.9679574,7.3419972,2022-07-17,3,predicted
Uelzen,Niedersachen,"Uelzen, Niedersachen",52.9652883,10.5573402,2022-07-17,3,predicted
Großenkneten,Niedersachen,"Großenkneten, Niedersachen",52.9434787,8.2524538,2022-07-17,3,predicted
Faßberg,Niedersachen,"Faßberg, Niedersachen",52.8997766,10.1661575,2022-07-17,4,predicted
Bassum,Niedersachen,"Bassum, Niedersachen",52.8505748,8.7286711,2022-07-17,3,predicted
Bergen,Niedersachen,"Bergen, Niedersachen",52.8092281,9.9641638,2022-07-17,3,predicted
Groß Berßen,Niedersachen,"Groß Berßen, Niedersachen",52.7725237,7.4935255,2022-07-17,3,predicted
Meppen,Niedersachen,"Meppen, Niedersachen",52.6953479,7.2994007,2022-07-17,3,predicted
Nienburg,Niedersachen,"Nienburg, Niedersachen",52.6380924,9.2084155,2022-07-17,3,predicted
Wittingen-Vorhop,Niedersachen,"Wittingen-Vorhop, Niedersachen",52.6432072,10.6602784,2022-07-17,3,predicted
Celle,Niedersachen,"Celle, Niedersachen",52.6263797,10.080865,2022-07-17,3,predicted
Diepholz,Niedersachen,"Diepholz, Niedersachen",52.6056456,8.3707878,2022-07-17,3,predicted
Lingen-Baccum,Niedersachen,"Lingen-Baccum, Niedersachen",52.5130671,7.4005052,2022-07-17,3,predicted
Alfhausen,Niedersachen,"Alfhausen, Niedersachen",52.500317,7.9519799,2022-07-17,3,predicted
Hannover (Flughafen),Niedersachen,"Hannover (Flughafen), Niedersachen",52.4630116,9.6846184,2022-07-17,3,predicted
Wunstorf,Niedersachen,"Wunstorf, Niedersachen",52.4207534,9.4432827,2022-07-17,3,predicted
Wolfsburg,Niedersachen,"Wolfsburg, Niedersachen",52.4226503,10.7865461,2022-07-17,3,predicted
Barsinghausen-Hohenbostel,Niedersachen,"Barsinghausen-Hohenbostel, Niedersachen",52.3192584,9.4323223,2022-07-17,3,predicted
Belm,Niedersachen,"Belm, Niedersachen",52.3043231,8.1284532,2022-07-17,3,predicted
Braunschweig,Niedersachen,"Braunschweig, Niedersachen",52.2688736,10.5267696,2022-07-17,3,predicted
Bückeburg,Niedersachen,"Bückeburg, Niedersachen",52.2592762,9.0521233,2022-07-17,3,predicted
Helmstedt-Emmerstedt,Niedersachen,"Helmstedt-Emmerstedt, Niedersachen",52.2448788,10.9674763,2022-07-17,3,predicted
Hameln-Hastenbeck,Niedersachen,"Hameln-Hastenbeck, Niedersachen",52.0767652,9.4192992,2022-07-17,3,predicted
Alfeld,Niedersachen,"Alfeld, Niedersachen",51.9830185,9.8279123,2022-07-17,3,predicted
Seesen,Niedersachen,"Seesen, Niedersachen",51.8914818,10.1798261,2022-07-17,3,predicted
Bad Harzburg,Niedersachen,"Bad Harzburg, Niedersachen",51.8866888,10.5522144,2022-07-17,3,predicted
Bevern (Kreis Holzminden),Niedersachen,"Bevern (Kreis Holzminden), Niedersachen",51.8569027,9.4955522,2022-07-17,3,predicted
Braunlage,Niedersachen,"Braunlage, Niedersachen",51.7249346,10.6104347,2022-07-17,2,predicted
Moringen-Lutterbeck,Niedersachen,"Moringen-Lutterbeck, Niedersachen",51.7212489,9.8366353,2022-07-17,3,predicted
Herzberg,Niedersachen,"Herzberg, Niedersachen",51.6514495,10.3379685,2022-07-17,3,predicted
Göttingen,Niedersachen,"Göttingen, Niedersachen",51.5412804,9.9158035,2022-07-17,3,predicted
Rahden-Kleinendorf,Nordrhein-Westfalen,"Rahden-Kleinendorf, Nordrhein-Westfalen",52.4344286,8.6063414,2022-07-13,3,measured
Münster/Osnabrück (Flughafen),Nordrhein-Westfalen,"Münster/Osnabrück (Flughafen), Nordrhein-Westfalen",52.1307487,7.6941099,2022-07-13,3,measured
Bad Salzuflen,Nordrhein-Westfalen,"Bad Salzuflen, Nordrhein-Westfalen",52.0765185,8.755622,2022-07-13,3,measured
Ahaus,Nordrhein-Westfalen,"Ahaus, Nordrhein-Westfalen",52.0825322,7.0150057,2022-07-13,3,measured
Bielefeld-Deppendorf,Nordrhein-Westfalen,"Bielefeld-Deppendorf, Nordrhein-Westfalen",52.0587887,8.4737673,2022-07-13,3,measured
Borken in Westfalen,Nordrhein-Westfalen,"Borken in Westfalen, Nordrhein-Westfalen",51.8482714,6.8594477,2022-07-13,3,measured
Lügde-Paenbruch,Nordrhein-Westfalen,"Lügde-Paenbruch, Nordrhein-Westfalen",51.867431,9.2743853,2022-07-13,3,measured
Ennigerloh-Ostenfelde,Nordrhein-Westfalen,"Ennigerloh-Ostenfelde, Nordrhein-Westfalen",51.8676361,8.0777465,2022-07-13,3,measured
Bad Lippspringe,Nordrhein-Westfalen,"Bad Lippspringe, Nordrhein-Westfalen",51.7837494,8.8159083,2022-07-13,3,measured
Lüdinghausen-Brochtrup,Nordrhein-Westfalen,"Lüdinghausen-Brochtrup, Nordrhein-Westfalen",51.7830163,7.5076415,2022-07-13,3,measured
Kleve,Nordrhein-Westfalen,"Kleve, Nordrhein-Westfalen",51.786726,6.12954,2022-07-13,3,measured
Lippstadt-Bökenförde,Nordrhein-Westfalen,"Lippstadt-Bökenförde, Nordrhein-Westfalen",51.6409037,8.3940741,2022-07-13,3,measured
Waltrop-Abdinghof,Nordrhein-Westfalen,"Waltrop-Abdinghof, Nordrhein-Westfalen",51.6013426,7.3980511,2022-07-13,3,measured
Werl,Nordrhein-Westfalen,"Werl, Nordrhein-Westfalen",51.5583773,7.9114426,2022-07-13,4,measured
Duisburg-Baerl,Nordrhein-Westfalen,"Duisburg-Baerl, Nordrhein-Westfalen",51.4988831,6.6767794,2022-07-13,3,measured
Warburg,Nordrhein-Westfalen,"Warburg, Nordrhein-Westfalen",51.4899078,9.14519,2022-07-13,4,measured
Geldern-Walbeck,Nordrhein-Westfalen,"Geldern-Walbeck, Nordrhein-Westfalen",51.4979206,6.2397359,2022-07-13,3,measured
Arnsberg-Neheim,Nordrhein-Westfalen,"Arnsberg-Neheim, Nordrhein-Westfalen",51.4522612,7.9694283,2022-07-13,3,measured
Brilon-Thülen,Nordrhein-Westfalen,"Brilon-Thülen, Nordrhein-Westfalen",51.4169672,8.6418389,2022-07-13,3,measured
Essen-Bredeney,Nordrhein-Westfalen,"Essen-Bredeney, Nordrhein-Westfalen",51.4060522,7.0013063,2022-07-13,3,measured
Gevelsberg-Oberbröking,Nordrhein-Westfalen,"Gevelsberg-Oberbröking, Nordrhein-Westfalen",51.3331622,7.3388053,2022-07-13,3,measured
Düsseldorf (Flughafen),Nordrhein-Westfalen,"Düsseldorf (Flughafen), Nordrhein-Westfalen",51.2876146,6.7667912,2022-07-13,3,measured
Tönisvorst,Nordrhein-Westfalen,"Tönisvorst, Nordrhein-Westfalen",51.3274683,6.4438452,2022-07-13,3,measured
Eslohe,Nordrhein-Westfalen,"Eslohe, Nordrhein-Westfalen",51.2541269,8.169605,2022-07-13,3,measured
Lüdenscheid,Nordrhein-Westfalen,"Lüdenscheid, Nordrhein-Westfalen",51.2191038,7.63126,2022-07-13,3,measured
Wuppertal-Buchenhofen,Nordrhein-Westfalen,"Wuppertal-Buchenhofen, Nordrhein-Westfalen",51.2247545,7.1039002,2022-07-13,3,measured
Kahler Asten,Nordrhein-Westfalen,"Kahler Asten, Nordrhein-Westfalen",51.1805556,8.4875,2022-07-13,2,measured
Lennestadt-Theten,Nordrhein-Westfalen,"Lennestadt-Theten, Nordrhein-Westfalen",51.1340367,8.033253,2022-07-13,3,measured
Meinerzhagen-Redlendorf,Nordrhein-Westfalen,"Meinerzhagen-Redlendorf, Nordrhein-Westfalen",51.089273,7.6314176,2022-07-13,3,measured
Heinsberg-Schleiden,Nordrhein-Westfalen,"Heinsberg-Schleiden, Nordrhein-Westfalen",51.0388653,6.1048122,2022-07-13,3,measured
Reichshof-Eckenhagen,Nordrhein-Westfalen,"Reichshof-Eckenhagen, Nordrhein-Westfalen",50.9883856,7.6924372,2022-07-13,3,measured
Köln-Stammheim,Nordrhein-Westfalen,"Köln-Stammheim, Nordrhein-Westfalen",50.9876373,6.9926124,2022-07-13,4,measured
Bad Berleburg-Stünzel,Nordrhein-Westfalen,"Bad Berleburg-Stünzel, Nordrhein-Westfalen",50.9803349,8.359631,2022-07-13,3,measured
Geilenkirchen,Nordrhein-Westfalen,"Geilenkirchen, Nordrhein-Westfalen",50.967168,6.1174584,2022-07-13,3,measured
Köln/Bonn (Flughafen),Nordrhein-Westfalen,"Köln/Bonn (Flughafen), Nordrhein-Westfalen",50.8733898,7.1269871,2022-07-13,3,measured
Neunkirchen-Seelscheid-Krawinkel,Nordrhein-Westfalen,"Neunkirchen-Seelscheid-Krawinkel, Nordrhein-Westfalen",50.8453951,7.3693619,2022-07-13,3,measured
Nörvenich,Nordrhein-Westfalen,"Nörvenich, Nordrhein-Westfalen",50.8066888,6.6402649,2022-07-13,3,measured
Aachen-Orsbach,Nordrhein-Westfalen,"Aachen-Orsbach, Nordrhein-Westfalen",50.7978761,5.9955801,2022-07-13,3,measured
Königswinter-Heiderhof,Nordrhein-Westfalen,"Königswinter-Heiderhof, Nordrhein-Westfalen",50.6772453,7.1911458,2022-07-13,4,measured
Weilerswist-Lommersum,Nordrhein-Westfalen,"Weilerswist-Lommersum, Nordrhein-Westfalen",50.7114203,6.7979997,2022-07-13,4,measured
Nideggen-Schmidt,Nordrhein-Westfalen,"Nideggen-Schmidt, Nordrhein-Westfalen",50.6603309,6.4126708,2022-07-13,3,measured
Kall-Sistig,Nordrhein-Westfalen,"Kall-Sistig, Nordrhein-Westfalen",50.492564,6.5182817,2022-07-13,3,measured
Rahden-Kleinendorf,Nordrhein-Westfalen,"Rahden-Kleinendorf, Nordrhein-Westfalen",52.4344286,8.6063414,2022-07-14,3,predicted
Münster/Osnabrück (Flughafen),Nordrhein-Westfalen,"Münster/Osnabrück (Flughafen), Nordrhein-Westfalen",52.1307487,7.6941099,2022-07-14,3,predicted
Bad Salzuflen,Nordrhein-Westfalen,"Bad Salzuflen, Nordrhein-Westfalen",52.0765185,8.755622,2022-07-14,3,predicted
Ahaus,Nordrhein-Westfalen,"Ahaus, Nordrhein-Westfalen",52.0825322,7.0150057,2022-07-14,3,predicted
Bielefeld-Deppendorf,Nordrhein-Westfalen,"Bielefeld-Deppendorf, Nordrhein-Westfalen",52.0587887,8.4737673,2022-07-14,3,predicted
Borken in Westfalen,Nordrhein-Westfalen,"Borken in Westfalen, Nordrhein-Westfalen",51.8482714,6.8594477,2022-07-14,3,predicted
Lügde-Paenbruch,Nordrhein-Westfalen,"Lügde-Paenbruch, Nordrhein-Westfalen",51.867431,9.2743853,2022-07-14,3,predicted
